University,Start year,End year,Award amount,PI,Active
Washington State University,2023,2025,127551,"FONSECA, LUCIANA ",TRUE
Washington State University,2023,2023,157452,"ROBERTS, STEVEN A",FALSE
Washington State University,2023,2025,165564,"GUNN, BRONWYN MEI",TRUE
Washington State University,2023,2025,191515,"DAVIS, CHRISTOPHER JOHN",TRUE
Washington State University,2023,2025,191875,"WYRICK, JOHN J",TRUE
Washington State University,2023,2028,201082,"BUCHWALD, DEDRA S",TRUE
Washington State University,2023,2025,206550,"NICOLA, ANTHONY V",TRUE
Washington State University,2023,2025,215355,"PARK, JASON MICHAEL",TRUE
Washington State University,2023,2025,229500,"DAVIS, CHRISTOPHER JOHN",FALSE
Washington State University,2023,2025,256625,"WYRICK, JOHN J",FALSE
Washington State University,2023,2025,262987,"MEEHAN, COURTNEY LYNNE",TRUE
Washington State University,2023,2027,278687,"LIU, JIN ",TRUE
Washington State University,2023,2028,305494,"DILLARD, DENISE A",TRUE
Washington State University,2023,2028,327576,"LETKO, MICHAEL ",TRUE
Washington State University,2023,2028,364880,"ZHANG, HUI ",TRUE
Washington State University,2023,2028,382500,"ZHU, JIYUE ",TRUE
Washington State University,2023,2028,400317,"COFFIN, ALLISON B",TRUE
Washington State University,2023,2026,446193,"JAMES, LOIS ",TRUE
Washington State University,2023,2028,526558,"BARBOSA-LEIKER, CELESTINA ",FALSE
Washington State University,2023,2028,528934,"BARBOSA-LEIKER, CELESTINA ",TRUE
Washington State University,2023,2027,533272,"DU, DAN ",TRUE
Washington State University,2023,2028,562189,"FUCHS LOKENSGARD, RITA A",TRUE
Washington State University,2023,2028,609137,"BUCHWALD, DEDRA S",TRUE
Washington State University,2023,2028,715994,"MCDONELL, MICHAEL G",TRUE
Washington State University,2024,2027,76472,"RICCI, CONTESSA ",TRUE
Washington State University,2024,2026,267750,"BRAYTON, KELLY ANN",TRUE
Washington State University,2024,2028,345346,"WATTS, JENNIFER L",TRUE
Washington State University,2024,2029,613352,"FYFE-JOHNSON, AMBER ",TRUE
